order_id,customer_id,restaurant_id,order_date,day_of_week,order_hour,order_value,cuisine,restaurant_rating,delivery_time_min,customer_rating,discount_used,occasion,repeat_order
O001101,C0073,R0050,2026-02-25,Wednesday,12,717,Biryani,4.0,26,4,1,Friends,1
O001102,C0073,R0052,2026-06-24,Wednesday,17,519,Thai,4.7,29,4,1,Work Lunch,1
O001103,C0073,R0071,2025-12-20,Saturday,18,236,South Indian,4.1,48,4,0,Friends,1
O001104,C0073,R0042,2026-06-08,Monday,18,415,Chinese,4.4,21,5,0,Routine,1
O001105,C0073,R0091,2026-01-23,Friday,21,229,Biryani,4.0,34,4,1,Date Night,0
O001106,C0073,R0052,2026-02-21,Saturday,14,715,Thai,4.7,29,5,0,Late Night,1
O001107,C0073,R0050,2025-12-06,Saturday,13,695,Biryani,4.0,26,5,0,Routine,1
O001108,C0073,R0038,2026-05-09,Saturday,23,631,Chinese,4.0,29,3,1,Family,0
O001109,C0073,R0140,2026-08-07,Friday,9,420,Biryani,4.5,15,5,1,Friends,1
O001110,C0073,R0088,2026-02-24,Tuesday,23,392,Biryani,4.1,33,3,1,Family,1
O001111,C0073,R0042,2025-10-04,Saturday,23,476,Chinese,4.4,21,4,0,Work Lunch,1
O001112,C0073,R0042,2026-07-27,Monday,8,380,Chinese,4.4,21,3,1,Late Night,1
O001113,C0073,R0088,2025-11-05,Wednesday,9,399,Biryani,4.1,33,3,1,Routine,1
O001114,C0073,R0071,2026-04-24,Friday,9,210,South Indian,4.1,48,1,1,Routine,1
O001115,C0073,R0088,2026-09-01,Tuesday,13,279,Biryani,4.1,33,5,1,Routine,1
O001116,C0073,R0050,2026-02-26,Thursday,13,549,Biryani,4.0,26,4,1,Work Lunch,1
O001117,C0073,R0071,2026-06-12,Friday,9,259,South Indian,4.1,48,3,1,Late Night,1
O001118,C0073,R0050,2026-05-18,Monday,10,506,Biryani,4.0,26,4,0,Work Lunch,1
O001119,C0073,R0042,2026-05-21,Thursday,12,368,Chinese,4.4,21,4,1,Routine,1
O001120,C0073,R0052,2026-08-16,Sunday,12,463,Thai,4.7,29,3,1,Date Night,1
O001121,C0073,R0140,2025-12-12,Friday,22,593,Biryani,4.5,15,5,0,Date Night,1
O001122,C0073,R0042,2026-05-29,Friday,20,559,Chinese,4.4,21,5,1,Date Night,1
O001123,C0073,R0052,2026-06-17,Wednesday,19,513,Thai,4.7,29,4,1,Family,1
O001124,C0073,R0071,2026-06-01,Monday,14,268,South Indian,4.1,48,4,1,Family,1
O001125,C0074,R0079,2026-08-23,Sunday,19,416,Chinese,4.1,36,5,0,Routine,1
O001126,C0074,R0079,2025-11-22,Saturday,9,480,Chinese,4.1,36,5,0,Friends,1
O001127,C0074,R0141,2026-07-24,Friday,21,639,Burgers,4.2,26,5,0,Movie Night,1
O001128,C0074,R0049,2025-12-26,Friday,23,352,Desserts,4.6,22,5,0,Friends,1
O001129,C0074,R0020,2026-06-05,Friday,20,1076,Biryani,4.2,28,4,0,Work Lunch,1
O001130,C0074,R0141,2025-12-14,Sunday,13,608,Burgers,4.2,26,5,1,Routine,1
O001131,C0074,R0043,2026-03-26,Thursday,13,329,Pizza,4.3,15,4,0,Work Lunch,1
O001132,C0074,R0025,2026-05-27,Wednesday,17,803,Cafe,4.1,35,2,1,Movie Night,1
O001133,C0074,R0049,2026-04-29,Wednesday,14,283,Desserts,4.6,22,4,0,Routine,1
O001134,C0074,R0090,2026-02-02,Monday,8,739,Maharashtrian,4.5,33,1,0,Routine,0
O001135,C0074,R0092,2026-08-30,Sunday,19,1311,South Indian,4.5,15,4,0,Friends,1
O001136,C0074,R0020,2025-12-17,Wednesday,22,773,Biryani,4.2,28,5,0,Family,1
O001137,C0074,R0147,2025-10-06,Monday,8,415,Biryani,3.9,17,3,0,Date Night,0
O001138,C0074,R0141,2025-11-12,Wednesday,10,669,Burgers,4.2,26,3,0,Work Lunch,1
O001139,C0074,R0079,2025-11-23,Sunday,23,468,Chinese,4.1,36,4,0,Late Night,1
O001140,C0074,R0079,2026-01-04,Sunday,17,439,Chinese,4.1,36,3,0,Date Night,1
O001141,C0074,R0092,2026-07-29,Wednesday,17,572,South Indian,4.5,15,5,0,Work Lunch,1
O001142,C0074,R0131,2025-12-10,Wednesday,12,610,South Indian,4.4,28,4,0,Movie Night,0
O001143,C0074,R0025,2025-10-08,Wednesday,12,789,Cafe,4.1,35,3,0,Late Night,1
O001144,C0074,R0043,2026-01-21,Wednesday,10,338,Pizza,4.3,15,5,0,Movie Night,1
O001145,C0075,R0110,2025-11-04,Tuesday,22,343,Italian,4.7,33,5,1,Friends,0
O001146,C0075,R0124,2026-08-12,Wednesday,10,472,Healthy,4.4,15,4,1,Routine,0
O001147,C0075,R0007,2025-11-13,Thursday,21,849,Chinese,4.2,23,5,1,Routine,1
O001148,C0075,R0107,2026-02-16,Monday,8,362,Healthy,4.0,48,3,0,Friends,0
O001149,C0075,R0032,2026-05-26,Tuesday,13,680,Italian,4.3,34,4,1,Family,0
O001150,C0075,R0077,2026-07-20,Monday,20,780,Maharashtrian,4.0,41,4,1,Work Lunch,1
O001151,C0075,R0077,2026-08-06,Thursday,18,940,Maharashtrian,4.0,41,5,1,Routine,1
O001152,C0075,R0104,2025-11-04,Tuesday,19,565,Cafe,4.3,38,3,1,Date Night,1
O001153,C0075,R0077,2026-04-22,Wednesday,10,748,Maharashtrian,4.0,41,3,1,Routine,1
O001154,C0075,R0030,2026-02-23,Monday,13,252,Thai,4.0,38,5,1,Late Night,0
O001155,C0075,R0031,2025-09-22,Monday,17,398,Italian,4.2,31,5,1,Movie Night,0
O001156,C0075,R0007,2026-01-10,Saturday,9,794,Chinese,4.2,23,2,1,Friends,1
O001157,C0075,R0104,2026-04-08,Wednesday,20,584,Cafe,4.3,38,3,1,Routine,1
O001158,C0075,R0136,2026-08-31,Monday,22,401,Chinese,3.6,45,5,1,Movie Night,0
O001159,C0076,R0135,2026-05-09,Saturday,23,761,Desserts,4.2,31,3,0,Routine,0
O001160,C0076,R0073,2026-05-27,Wednesday,9,781,Maharashtrian,4.4,18,4,1,Routine,0
O001161,C0076,R0023,2026-07-07,Tuesday,20,708,Cafe,4.1,21,4,0,Movie Night,1
O001162,C0076,R0134,2026-01-03,Saturday,21,671,Maharashtrian,4.3,28,4,0,Work Lunch,1
O001163,C0076,R0118,2026-08-27,Thursday,17,645,Chinese,4.6,37,4,1,Work Lunch,1
O001164,C0076,R0034,2026-07-25,Saturday,9,417,Burgers,4.8,40,1,1,Movie Night,0
O001165,C0076,R0145,2026-01-23,Friday,22,754,South Indian,4.5,28,3,0,Friends,0
O001166,C0076,R0010,2026-01-08,Thursday,21,360,Desserts,3.5,15,5,1,Family,1
O001167,C0076,R0150,2026-04-04,Saturday,21,575,Maharashtrian,4.0,36,3,1,Movie Night,0
O001168,C0076,R0142,2026-03-03,Tuesday,9,684,South Indian,4.4,36,3,1,Routine,0
O001169,C0076,R0118,2026-05-08,Friday,12,726,Chinese,4.6,37,4,1,Family,1
O001170,C0076,R0148,2025-12-24,Wednesday,20,479,Burgers,3.8,32,5,1,Work Lunch,0
O001171,C0076,R0120,2026-01-16,Friday,9,465,Biryani,4.0,39,3,1,Late Night,0
O001172,C0076,R0023,2026-08-30,Sunday,18,955,Cafe,4.1,21,3,1,Family,1
O001173,C0076,R0063,2026-06-18,Thursday,17,338,Pizza,4.2,32,3,0,Family,0
O001174,C0076,R0010,2026-08-09,Sunday,17,467,Desserts,3.5,15,4,1,Routine,1
O001175,C0076,R0057,2025-10-27,Monday,20,282,Maharashtrian,4.6,32,3,1,Movie Night,1
O001176,C0076,R0134,2026-07-28,Tuesday,9,502,Maharashtrian,4.3,28,4,1,Family,1
O001177,C0076,R0057,2025-11-01,Saturday,23,312,Maharashtrian,4.6,32,5,1,Routine,1
O001178,C0077,R0037,2026-06-26,Friday,21,386,Maharashtrian,4.6,45,5,1,Friends,1
O001179,C0077,R0089,2026-07-08,Wednesday,17,522,Chinese,3.9,30,5,1,Date Night,1
O001180,C0077,R0114,2025-09-22,Monday,14,158,Chinese,3.6,33,3,0,Friends,0
O001181,C0077,R0037,2026-04-15,Wednesday,18,371,Maharashtrian,4.6,45,4,1,Family,1
O001182,C0077,R0037,2026-05-27,Wednesday,8,343,Maharashtrian,4.6,45,3,0,Late Night,1
O001183,C0077,R0089,2026-07-20,Monday,22,393,Chinese,3.9,30,3,1,Date Night,1
O001184,C0077,R0037,2026-08-10,Monday,8,409,Maharashtrian,4.6,45,5,0,Routine,1
O001185,C0077,R0068,2025-12-03,Wednesday,8,648,Thai,4.3,20,5,1,Friends,0
O001186,C0077,R0018,2026-02-17,Tuesday,9,225,Pizza,3.5,47,4,1,Routine,0
O001187,C0077,R0086,2026-04-01,Wednesday,23,268,Italian,4.4,23,4,0,Routine,0
O001188,C0077,R0060,2026-04-23,Thursday,13,394,Italian,4.3,43,5,0,Work Lunch,0
O001189,C0078,R0057,2026-08-17,Monday,14,251,Maharashtrian,4.6,32,3,0,Work Lunch,1
O001190,C0078,R0113,2026-01-07,Wednesday,13,583,Healthy,4.2,42,3,0,Work Lunch,0
O001191,C0078,R0001,2025-09-26,Friday,14,276,South Indian,3.9,38,3,0,Work Lunch,0
O001192,C0078,R0003,2026-07-24,Friday,13,218,Chinese,4.0,24,5,1,Date Night,1
O001193,C0078,R0142,2025-11-23,Sunday,12,996,South Indian,4.4,36,4,0,Family,0
O001194,C0078,R0116,2026-06-09,Tuesday,21,360,Maharashtrian,4.2,35,4,1,Routine,1
O001195,C0078,R0053,2026-03-26,Thursday,23,253,Cafe,4.4,26,5,1,Routine,0
O001196,C0078,R0116,2025-11-29,Saturday,18,373,Maharashtrian,4.2,35,4,0,Movie Night,1
O001197,C0078,R0135,2026-02-19,Thursday,14,623,Desserts,4.2,31,4,1,Family,0
O001198,C0078,R0057,2025-12-27,Saturday,14,278,Maharashtrian,4.6,32,4,1,Movie Night,1
O001199,C0078,R0003,2025-10-23,Thursday,22,234,Chinese,4.0,24,4,1,Routine,1
O001200,C0078,R0148,2026-03-28,Saturday,14,595,Burgers,3.8,32,5,0,Friends,0
O001201,C0078,R0059,2026-07-26,Sunday,10,527,Cafe,4.4,33,5,0,Date Night,0
O001202,C0078,R0011,2025-12-14,Sunday,13,310,Chinese,4.0,36,5,1,Movie Night,0
O001203,C0078,R0075,2026-05-08,Friday,14,390,South Indian,4.2,43,5,0,Routine,0
O001204,C0078,R0134,2026-04-14,Tuesday,14,905,Maharashtrian,4.3,28,5,0,Date Night,0
O001205,C0078,R0034,2025-11-27,Thursday,14,328,Burgers,4.8,40,4,0,Routine,0
O001206,C0079,R0149,2025-12-08,Monday,20,406,North Indian,4.7,34,4,1,Routine,0
O001207,C0079,R0118,2026-05-19,Tuesday,22,746,Chinese,4.6,37,3,0,Friends,0
O001208,C0079,R0100,2026-01-31,Saturday,23,297,Chinese,4.4,29,3,1,Family,0
O001209,C0079,R0069,2025-12-02,Tuesday,17,660,South Indian,4.4,30,4,1,Family,0
O001210,C0079,R0057,2025-10-10,Friday,12,306,Maharashtrian,4.6,32,5,0,Routine,1
O001211,C0079,R0057,2026-09-01,Tuesday,20,358,Maharashtrian,4.6,32,4,1,Movie Night,1
O001212,C0079,R0113,2026-08-07,Friday,17,561,Healthy,4.2,42,3,1,Movie Night,1
O001213,C0079,R0134,2025-11-15,Saturday,22,828,Maharashtrian,4.3,28,4,1,Routine,0
O001214,C0079,R0116,2026-03-02,Monday,17,266,Maharashtrian,4.2,35,4,0,Routine,0
O001215,C0079,R0023,2026-03-18,Wednesday,9,721,Cafe,4.1,21,3,1,Movie Night,0
O001216,C0079,R0073,2026-01-30,Friday,20,680,Maharashtrian,4.4,18,3,0,Family,1
O001217,C0079,R0135,2025-10-14,Tuesday,14,816,Desserts,4.2,31,3,1,Late Night,1
O001218,C0079,R0073,2026-04-16,Thursday,8,1036,Maharashtrian,4.4,18,2,1,Routine,1
O001219,C0079,R0076,2025-11-20,Thursday,21,508,Healthy,3.8,19,4,0,Late Night,0
O001220,C0079,R0135,2025-09-15,Monday,18,582,Desserts,4.2,31,3,0,Routine,1
O001221,C0079,R0113,2026-08-23,Sunday,12,647,Healthy,4.2,42,5,1,Routine,1
O001222,C0080,R0115,2025-12-26,Friday,18,643,Biryani,3.6,38,4,1,Friends,1
O001223,C0080,R0004,2025-12-21,Sunday,10,263,South Indian,4.4,43,5,0,Routine,1
O001224,C0080,R0002,2026-01-04,Sunday,8,210,Maharashtrian,4.4,29,4,0,Movie Night,1
O001225,C0080,R0045,2026-05-07,Thursday,18,960,Maharashtrian,4.7,38,4,1,Work Lunch,0
O001226,C0080,R0026,2026-06-11,Thursday,20,486,Healthy,4.0,38,4,0,Routine,0
O001227,C0080,R0084,2025-12-06,Saturday,19,742,Desserts,4.1,32,4,0,Family,0
O001228,C0080,R0117,2026-07-20,Monday,20,451,Italian,3.9,43,3,1,Movie Night,1
O001229,C0080,R0054,2026-03-19,Thursday,22,559,Chinese,3.6,34,3,0,Routine,0
O001230,C0080,R0115,2026-03-07,Saturday,23,890,Biryani,3.6,38,4,0,Date Night,1
O001231,C0080,R0002,2026-04-10,Friday,14,219,Maharashtrian,4.4,29,4,1,Work Lunch,1
O001232,C0080,R0028,2025-12-31,Wednesday,14,520,South Indian,4.2,38,5,0,Family,0
O001233,C0080,R0004,2025-10-11,Saturday,22,272,South Indian,4.4,43,3,0,Routine,1
O001234,C0080,R0041,2026-08-27,Thursday,12,1516,Biryani,4.5,30,3,0,Date Night,0
O001235,C0080,R0117,2026-06-25,Thursday,10,719,Italian,3.9,43,5,1,Routine,1
O001236,C0080,R0015,2026-05-19,Tuesday,22,269,Healthy,4.3,15,4,1,Work Lunch,0
O001237,C0080,R0095,2026-02-09,Monday,9,541,North Indian,3.8,25,3,1,Date Night,0
O001238,C0080,R0064,2026-07-08,Wednesday,12,1231,North Indian,3.9,53,4,0,Friends,0
O001239,C0080,R0121,2026-08-27,Thursday,21,261,Italian,4.8,41,5,0,Late Night,0
O001240,C0080,R0017,2025-12-25,Thursday,18,332,Chinese,4.4,65,4,0,Routine,0
O001241,C0080,R0039,2025-09-29,Monday,18,428,Biryani,3.7,28,5,1,Family,0
O001242,C0081,R0114,2026-05-14,Thursday,20,306,Chinese,3.6,33,5,1,Work Lunch,0
O001243,C0081,R0060,2025-11-28,Friday,8,371,Italian,4.3,43,5,0,Family,1
O001244,C0081,R0035,2026-06-15,Monday,21,403,Desserts,4.6,27,2,1,Routine,0
O001245,C0081,R0037,2026-02-26,Thursday,18,333,Maharashtrian,4.6,45,4,1,Movie Night,1
O001246,C0081,R0037,2025-11-16,Sunday,9,369,Maharashtrian,4.6,45,5,1,Friends,1
O001247,C0081,R0018,2025-10-05,Sunday,22,193,Pizza,3.5,47,5,0,Routine,0
O001248,C0081,R0083,2026-01-09,Friday,22,711,Healthy,4.3,36,3,1,Routine,0
O001249,C0081,R0060,2026-07-05,Sunday,18,370,Italian,4.3,43,3,1,Work Lunch,1
O001250,C0081,R0094,2025-11-09,Sunday,17,266,Italian,4.4,42,5,1,Routine,0
O001251,C0081,R0012,2026-04-21,Tuesday,13,339,Pizza,3.3,27,5,0,Family,0
O001252,C0082,R0072,2026-08-13,Thursday,13,224,Cafe,4.4,19,5,0,Routine,0
O001253,C0082,R0033,2026-06-20,Saturday,23,380,Cafe,4.2,33,4,1,Movie Night,0
O001254,C0082,R0027,2026-03-29,Sunday,10,435,Maharashtrian,4.5,48,5,0,Date Night,0
O001255,C0082,R0074,2026-08-16,Sunday,20,227,Cafe,4.6,27,4,1,Routine,1
O001256,C0082,R0074,2025-09-05,Friday,20,222,Cafe,4.6,27,5,0,Routine,1
O001257,C0082,R0081,2026-03-04,Wednesday,20,305,Pizza,4.1,42,3,1,Routine,0
O001258,C0082,R0058,2025-10-08,Wednesday,20,652,North Indian,4.7,24,4,0,Routine,0
O001259,C0082,R0112,2026-04-01,Wednesday,22,310,Thai,4.2,34,3,0,Routine,0
O001260,C0082,R0122,2025-12-10,Wednesday,12,265,North Indian,4.0,35,4,0,Late Night,0
O001261,C0082,R0103,2025-12-02,Tuesday,10,310,Italian,4.9,32,4,1,Routine,0
O001262,C0083,R0038,2026-05-13,Wednesday,22,514,Chinese,4.0,29,4,0,Routine,1
O001263,C0083,R0052,2025-10-17,Friday,9,548,Thai,4.7,29,4,0,Late Night,1
O001264,C0083,R0042,2026-06-22,Monday,22,444,Chinese,4.4,21,3,0,Late Night,0
O001265,C0083,R0016,2026-03-19,Thursday,23,476,Burgers,4.5,33,3,0,Work Lunch,1
O001266,C0083,R0038,2026-08-24,Monday,18,502,Chinese,4.0,29,4,0,Routine,1
O001267,C0083,R0016,2026-02-24,Tuesday,10,436,Burgers,4.5,33,5,0,Routine,1
O001268,C0083,R0071,2026-03-02,Monday,10,281,South Indian,4.1,48,5,0,Friends,0
O001269,C0083,R0050,2026-01-09,Friday,18,613,Biryani,4.0,26,5,0,Routine,0
O001270,C0083,R0016,2026-01-13,Tuesday,17,385,Burgers,4.5,33,3,1,Routine,1
O001271,C0083,R0016,2026-02-28,Saturday,21,419,Burgers,4.5,33,5,1,Friends,1
O001272,C0083,R0016,2026-02-22,Sunday,18,475,Burgers,4.5,33,4,0,Date Night,1
O001273,C0083,R0052,2026-05-28,Thursday,13,622,Thai,4.7,29,5,0,Routine,1
O001274,C0083,R0016,2026-07-09,Thursday,8,511,Burgers,4.5,33,4,1,Late Night,1
O001275,C0083,R0088,2025-10-02,Thursday,21,236,Biryani,4.1,33,3,0,Work Lunch,0
O001276,C0083,R0016,2025-11-27,Thursday,8,552,Burgers,4.5,33,2,1,Late Night,1
O001277,C0083,R0038,2026-05-30,Saturday,8,389,Chinese,4.0,29,4,1,Routine,1
O001278,C0083,R0091,2026-03-17,Tuesday,13,404,Biryani,4.0,34,3,0,Routine,0
O001279,C0084,R0071,2026-06-19,Friday,20,226,South Indian,4.1,48,3,1,Work Lunch,0
O001280,C0084,R0042,2025-10-07,Tuesday,10,369,Chinese,4.4,21,4,1,Routine,1
O001281,C0084,R0016,2026-07-16,Thursday,18,468,Burgers,4.5,33,4,1,Routine,0
O001282,C0084,R0140,2025-12-22,Monday,14,465,Biryani,4.5,15,3,1,Routine,1
O001283,C0084,R0042,2026-08-17,Monday,10,440,Chinese,4.4,21,5,1,Family,1
O001284,C0084,R0140,2026-06-22,Monday,10,379,Biryani,4.5,15,4,1,Movie Night,1
O001285,C0084,R0088,2026-08-29,Saturday,23,464,Biryani,4.1,33,4,1,Routine,1
O001286,C0084,R0088,2025-11-17,Monday,18,311,Biryani,4.1,33,3,1,Routine,1
O001287,C0084,R0042,2025-09-21,Sunday,19,462,Chinese,4.4,21,4,1,Movie Night,1
O001288,C0084,R0042,2025-11-02,Sunday,23,426,Chinese,4.4,21,5,1,Late Night,1
O001289,C0084,R0052,2026-01-29,Thursday,9,529,Thai,4.7,29,4,1,Routine,0
O001290,C0085,R0102,2025-12-03,Wednesday,20,805,Cafe,3.7,34,4,1,Family,0
O001291,C0085,R0130,2025-10-23,Thursday,18,423,South Indian,4.1,26,5,1,Routine,0
O001292,C0085,R0002,2025-11-20,Thursday,20,248,Maharashtrian,4.4,29,4,1,Movie Night,0
O001293,C0085,R0097,2026-04-22,Wednesday,21,320,Chinese,4.9,24,2,1,Family,0
O001294,C0085,R0039,2026-03-20,Friday,23,692,Biryani,3.7,28,4,1,Work Lunch,0
O001295,C0085,R0004,2025-10-31,Friday,21,248,South Indian,4.4,43,5,1,Family,0
O001296,C0085,R0062,2026-02-22,Sunday,12,276,Maharashtrian,3.7,23,5,1,Work Lunch,0
O001297,C0085,R0121,2026-01-02,Friday,18,239,Italian,4.8,41,3,0,Routine,0
O001298,C0086,R0018,2026-03-27,Friday,8,290,Pizza,3.5,47,3,0,Work Lunch,1
O001299,C0086,R0037,2026-05-05,Tuesday,23,368,Maharashtrian,4.6,45,4,0,Movie Night,1
O001300,C0086,R0018,2026-08-05,Wednesday,22,263,Pizza,3.5,47,5,0,Date Night,1
O001301,C0086,R0083,2026-07-01,Wednesday,9,735,Healthy,4.3,36,3,1,Movie Night,1
O001302,C0086,R0018,2025-10-18,Saturday,21,177,Pizza,3.5,47,4,0,Friends,1
O001303,C0086,R0060,2026-05-29,Friday,20,319,Italian,4.3,43,3,1,Family,1
O001304,C0086,R0012,2026-06-01,Monday,19,418,Pizza,3.3,27,4,0,Work Lunch,1
O001305,C0086,R0037,2026-06-08,Monday,21,298,Maharashtrian,4.6,45,4,0,Routine,1
O001306,C0086,R0083,2026-02-13,Friday,10,705,Healthy,4.3,36,4,1,Work Lunch,1
O001307,C0086,R0060,2025-12-12,Friday,13,236,Italian,4.3,43,3,0,Late Night,1
O001308,C0086,R0114,2026-04-08,Wednesday,17,258,Chinese,3.6,33,3,1,Work Lunch,0
O001309,C0086,R0094,2025-10-14,Tuesday,18,385,Italian,4.4,42,4,0,Routine,1
O001310,C0086,R0037,2025-10-25,Saturday,14,400,Maharashtrian,4.6,45,4,0,Family,1
O001311,C0086,R0012,2026-07-11,Saturday,17,519,Pizza,3.3,27,4,0,Routine,1
O001312,C0086,R0089,2026-01-27,Tuesday,23,389,Chinese,3.9,30,4,0,Friends,1
O001313,C0086,R0094,2025-09-30,Tuesday,19,299,Italian,4.4,42,4,0,Movie Night,1
O001314,C0086,R0089,2025-12-07,Sunday,9,412,Chinese,3.9,30,5,0,Routine,1
O001315,C0087,R0031,2026-06-29,Monday,22,418,Italian,4.2,31,4,0,Movie Night,1
O001316,C0087,R0030,2026-06-06,Saturday,10,229,Thai,4.0,38,3,1,Friends,0
O001317,C0087,R0139,2025-09-26,Friday,19,322,North Indian,4.4,29,4,1,Routine,0
O001318,C0087,R0129,2026-02-04,Wednesday,17,263,Cafe,4.6,46,5,1,Routine,1
O001319,C0087,R0129,2026-06-04,Thursday,8,273,Cafe,4.6,46,4,1,Movie Night,1
O001320,C0087,R0129,2026-08-18,Tuesday,17,229,Cafe,4.6,46,4,1,Friends,1
O001321,C0087,R0099,2026-05-28,Thursday,10,176,North Indian,3.8,28,5,1,Family,0
O001322,C0087,R0107,2026-08-16,Sunday,22,274,Healthy,4.0,48,5,1,Routine,0
O001323,C0087,R0104,2025-12-20,Saturday,9,599,Cafe,4.3,38,5,0,Work Lunch,0
O001324,C0087,R0007,2025-12-06,Saturday,12,600,Chinese,4.2,23,3,1,Friends,0
O001325,C0087,R0119,2025-10-09,Thursday,22,253,Desserts,4.2,37,4,1,Routine,0
O001326,C0087,R0093,2025-12-16,Tuesday,20,276,Pizza,4.7,28,4,0,Friends,1
O001327,C0087,R0110,2025-09-09,Tuesday,8,349,Italian,4.7,33,3,1,Late Night,0
O001328,C0087,R0093,2025-12-16,Tuesday,22,238,Pizza,4.7,28,5,0,Routine,1
O001329,C0087,R0093,2026-01-28,Wednesday,8,242,Pizza,4.7,28,5,1,Movie Night,1
O001330,C0087,R0031,2026-08-05,Wednesday,14,438,Italian,4.2,31,4,1,Late Night,1
O001331,C0087,R0032,2026-03-20,Friday,12,884,Italian,4.3,34,5,0,Work Lunch,0
O001332,C0088,R0048,2026-03-26,Thursday,8,258,Cafe,4.6,29,5,1,Routine,0
O001333,C0088,R0056,2026-07-05,Sunday,12,497,Biryani,3.8,49,4,0,Friends,1
O001334,C0088,R0044,2026-01-12,Monday,17,357,Thai,4.2,17,3,0,Friends,1
O001335,C0088,R0108,2026-08-31,Monday,21,211,North Indian,4.5,36,5,0,Routine,1
O001336,C0088,R0066,2026-08-02,Sunday,22,726,Pizza,4.3,30,2,0,Movie Night,1
O001337,C0088,R0066,2026-03-30,Monday,22,819,Pizza,4.3,30,5,1,Routine,1
O001338,C0088,R0111,2026-04-01,Wednesday,17,262,Desserts,3.6,21,5,0,Routine,0
O001339,C0088,R0108,2025-12-08,Monday,23,246,North Indian,4.5,36,5,0,Work Lunch,1
O001340,C0088,R0019,2026-07-06,Monday,8,520,Biryani,4.1,34,4,0,Friends,0
O001341,C0088,R0081,2026-03-23,Monday,8,474,Pizza,4.1,42,4,0,Friends,1
O001342,C0088,R0056,2026-04-19,Sunday,10,358,Biryani,3.8,49,3,0,Friends,1
O001343,C0088,R0040,2025-12-25,Thursday,9,392,South Indian,4.6,27,4,0,Friends,0
O001344,C0088,R0005,2025-10-31,Friday,10,563,Pizza,4.0,36,4,0,Movie Night,0
O001345,C0088,R0066,2026-05-10,Sunday,9,885,Pizza,4.3,30,4,0,Routine,1
O001346,C0088,R0044,2026-02-16,Monday,10,289,Thai,4.2,17,4,0,Late Night,1
O001347,C0088,R0033,2026-01-11,Sunday,21,520,Cafe,4.2,33,5,0,Friends,0
O001348,C0088,R0081,2026-08-23,Sunday,17,385,Pizza,4.1,42,4,0,Routine,1
O001349,C0088,R0103,2026-01-26,Monday,13,255,Italian,4.9,32,4,0,Movie Night,0
O001350,C0089,R0100,2026-01-13,Tuesday,9,285,Chinese,4.4,29,5,1,Date Night,0
O001351,C0089,R0135,2026-03-23,Monday,12,668,Desserts,4.2,31,5,1,Late Night,0
O001352,C0089,R0075,2026-06-13,Saturday,18,320,South Indian,4.2,43,5,1,Routine,0
O001353,C0089,R0011,2026-05-25,Monday,8,359,Chinese,4.0,36,4,1,Work Lunch,1
O001354,C0089,R0145,2025-10-27,Monday,9,798,South Indian,4.5,28,4,1,Routine,0
O001355,C0089,R0053,2026-03-19,Thursday,10,225,Cafe,4.4,26,4,1,Routine,0
O001356,C0089,R0149,2026-08-23,Sunday,23,355,North Indian,4.7,34,4,1,Routine,1
O001357,C0089,R0011,2026-04-13,Monday,20,387,Chinese,4.0,36,5,1,Work Lunch,1
O001358,C0089,R0149,2025-11-14,Friday,18,389,North Indian,4.7,34,4,0,Family,1
O001359,C0089,R0010,2025-09-23,Tuesday,21,488,Desserts,3.5,15,5,1,Late Night,0
O001360,C0089,R0034,2025-12-07,Sunday,23,300,Burgers,4.8,40,4,1,Routine,0
O001361,C0089,R0003,2026-02-11,Wednesday,8,279,Chinese,4.0,24,4,1,Family,0
O001362,C0090,R0133,2025-11-19,Wednesday,14,412,Chinese,3.6,43,3,1,Movie Night,1
O001363,C0090,R0125,2026-01-08,Thursday,10,344,Pizza,3.8,29,4,0,Work Lunch,1
O001364,C0090,R0133,2025-12-13,Saturday,21,530,Chinese,3.6,43,5,1,Routine,1
O001365,C0090,R0104,2026-03-15,Sunday,10,664,Cafe,4.3,38,3,1,Late Night,1
O001366,C0090,R0125,2026-05-18,Monday,9,255,Pizza,3.8,29,5,1,Routine,1
O001367,C0090,R0024,2026-07-20,Monday,12,696,Burgers,4.1,43,4,1,Routine,1
O001368,C0090,R0070,2026-04-14,Tuesday,8,287,Cafe,3.6,24,5,1,Movie Night,0
O001369,C0090,R0093,2025-10-07,Tuesday,12,292,Pizza,4.7,28,4,1,Family,0
O001370,C0090,R0104,2026-01-27,Tuesday,19,702,Cafe,4.3,38,4,1,Routine,1
O001371,C0090,R0136,2026-06-09,Tuesday,14,469,Chinese,3.6,45,5,1,Routine,0
O001372,C0090,R0133,2026-08-18,Tuesday,9,441,Chinese,3.6,43,5,1,Work Lunch,1
O001373,C0090,R0024,2026-06-02,Tuesday,8,890,Burgers,4.1,43,3,1,Family,1
O001374,C0091,R0046,2025-11-27,Thursday,22,421,South Indian,4.4,45,5,1,Late Night,0
O001375,C0091,R0119,2026-03-10,Tuesday,8,385,Desserts,4.2,37,2,0,Routine,0
O001376,C0091,R0024,2025-10-25,Saturday,21,747,Burgers,4.1,43,3,1,Routine,0
O001377,C0091,R0133,2026-03-16,Monday,8,418,Chinese,3.6,43,2,1,Family,0
O001378,C0091,R0032,2026-03-19,Thursday,23,487,Italian,4.3,34,5,1,Family,1
