interaction_id,customer_id,restaurant_id,event_type,event_time,source_surface
I0004891,C0098,R0066,order,2026-07-22,ai_assistant
I0004892,C0098,R0022,add_to_cart,2026-02-17,ai_assistant
I0004893,C0098,R0019,impression,2026-06-04,home
I0004894,C0098,R0033,order,2026-02-19,home
I0004895,C0098,R0112,click,2026-08-16,home
I0004896,C0098,R0081,view_menu,2026-02-27,home
I0004897,C0098,R0058,click,2026-05-15,reorder
I0004898,C0098,R0111,impression,2026-04-21,offers
I0004899,C0098,R0027,add_to_cart,2026-06-01,search
I0004900,C0098,R0122,view_menu,2026-01-17,ai_assistant
I0004901,C0098,R0081,view_menu,2026-07-08,home
I0004902,C0098,R0072,impression,2026-05-06,home
I0004903,C0098,R0103,click,2026-06-04,reorder
I0004904,C0098,R0112,impression,2026-08-22,reorder
I0004905,C0098,R0072,dismiss,2026-03-13,home
I0004906,C0099,R0135,click,2026-01-30,reorder
I0004907,C0099,R0142,click,2026-07-24,offers
I0004908,C0099,R0137,impression,2026-06-14,reorder
I0004909,C0099,R0073,impression,2026-06-27,reorder
I0004910,C0099,R0076,order,2026-04-16,offers
I0004911,C0099,R0001,view_menu,2026-06-03,offers
I0004912,C0099,R0003,impression,2026-04-07,search
I0004913,C0099,R0075,click,2026-02-12,offers
I0004914,C0099,R0101,impression,2026-03-09,search
I0004915,C0099,R0057,add_to_cart,2026-02-18,ai_assistant
I0004916,C0099,R0009,click,2026-01-11,reorder
I0004917,C0099,R0113,click,2026-03-24,home
I0004918,C0099,R0146,dismiss,2026-01-17,search
I0004919,C0099,R0055,impression,2026-08-17,offers
I0004920,C0099,R0001,click,2026-08-08,search
I0004921,C0099,R0073,dismiss,2026-07-19,ai_assistant
I0004922,C0099,R0120,impression,2026-06-27,ai_assistant
I0004923,C0099,R0003,view_menu,2026-07-11,offers
I0004924,C0099,R0113,dismiss,2026-07-27,home
I0004925,C0099,R0023,impression,2026-07-22,home
I0004926,C0099,R0148,view_menu,2026-02-17,search
I0004927,C0099,R0065,add_to_cart,2026-04-24,reorder
I0004928,C0099,R0013,view_menu,2026-04-29,search
I0004929,C0099,R0055,impression,2026-02-25,home
I0004930,C0099,R0059,save,2026-02-19,reorder
I0004931,C0099,R0001,impression,2026-08-09,offers
I0004932,C0099,R0011,impression,2026-04-22,ai_assistant
I0004933,C0099,R0150,click,2026-01-17,home
I0004934,C0099,R0075,save,2026-04-29,offers
I0004935,C0099,R0009,dismiss,2026-01-07,offers
I0004936,C0099,R0076,impression,2026-05-18,offers
I0004937,C0099,R0116,add_to_cart,2026-02-28,reorder
I0004938,C0099,R0120,impression,2026-07-31,reorder
I0004939,C0099,R0145,impression,2026-08-28,offers
I0004940,C0099,R0101,impression,2026-08-20,search
I0004941,C0099,R0142,view_menu,2026-07-19,offers
I0004942,C0099,R0003,click,2026-06-01,search
I0004943,C0099,R0029,click,2026-05-02,home
I0004944,C0099,R0120,click,2026-06-15,ai_assistant
I0004945,C0099,R0146,view_menu,2026-02-27,ai_assistant
I0004946,C0099,R0135,impression,2026-03-18,ai_assistant
I0004947,C0099,R0113,impression,2026-05-10,home
I0004948,C0099,R0135,impression,2026-04-21,home
I0004949,C0099,R0113,click,2026-01-13,reorder
I0004950,C0099,R0087,impression,2026-06-25,ai_assistant
I0004951,C0099,R0011,add_to_cart,2026-06-21,search
I0004952,C0099,R0013,impression,2026-04-13,search
I0004953,C0099,R0149,click,2026-02-13,offers
I0004954,C0099,R0051,click,2026-03-09,offers
I0004955,C0099,R0055,dismiss,2026-07-27,ai_assistant
I0004956,C0099,R0057,impression,2026-07-26,offers
I0004957,C0099,R0100,impression,2026-03-09,ai_assistant
I0004958,C0099,R0120,view_menu,2026-05-13,home
I0004959,C0099,R0087,click,2026-02-04,search
I0004960,C0099,R0120,add_to_cart,2026-05-14,home
I0004961,C0099,R0137,impression,2026-06-16,search
I0004962,C0099,R0001,add_to_cart,2026-06-14,ai_assistant
I0004963,C0099,R0063,add_to_cart,2026-03-12,ai_assistant
I0004964,C0099,R0120,view_menu,2026-04-13,reorder
I0004965,C0099,R0063,click,2026-05-29,search
I0004966,C0099,R0051,click,2026-05-24,offers
I0004967,C0099,R0069,order,2026-02-22,search
I0004968,C0099,R0059,add_to_cart,2026-06-16,search
I0004969,C0099,R0023,view_menu,2026-06-12,offers
I0004970,C0099,R0009,view_menu,2026-05-23,home
I0004971,C0099,R0146,impression,2026-03-30,search
I0004972,C0099,R0063,click,2026-04-04,ai_assistant
I0004973,C0099,R0059,impression,2026-08-27,search
I0004974,C0099,R0073,impression,2026-05-05,home
I0004975,C0099,R0013,impression,2026-03-03,search
I0004976,C0099,R0113,impression,2026-08-22,offers
I0004977,C0099,R0011,click,2026-04-14,home
I0004978,C0099,R0113,click,2026-03-21,ai_assistant
I0004979,C0099,R0087,click,2026-04-16,reorder
I0004980,C0100,R0137,impression,2026-03-28,home
I0004981,C0100,R0023,click,2026-04-17,offers
I0004982,C0100,R0051,impression,2026-05-16,ai_assistant
I0004983,C0100,R0059,impression,2026-06-06,search
I0004984,C0100,R0001,view_menu,2026-03-26,ai_assistant
I0004985,C0100,R0057,dismiss,2026-01-15,ai_assistant
I0004986,C0100,R0118,impression,2026-09-03,search
I0004987,C0100,R0059,click,2026-09-02,ai_assistant
I0004988,C0100,R0010,impression,2026-05-27,reorder
I0004989,C0100,R0059,click,2026-03-04,offers
I0004990,C0100,R0034,click,2026-02-08,search
I0004991,C0100,R0057,save,2026-02-14,home
I0004992,C0100,R0145,impression,2026-03-18,ai_assistant
I0004993,C0100,R0135,impression,2026-06-23,home
I0004994,C0100,R0063,click,2026-08-16,search
I0004995,C0100,R0029,save,2026-07-29,offers
I0004996,C0100,R0142,click,2026-01-17,ai_assistant
I0004997,C0100,R0059,impression,2026-01-10,home
I0004998,C0100,R0100,view_menu,2026-01-20,search
I0004999,C0100,R0023,dismiss,2026-01-01,reorder
I0005000,C0100,R0057,click,2026-08-16,search
I0005001,C0100,R0113,save,2026-02-21,offers
I0005002,C0100,R0023,impression,2026-04-25,reorder
I0005003,C0100,R0029,impression,2026-02-17,search
I0005004,C0100,R0029,click,2026-06-15,ai_assistant
I0005005,C0100,R0065,view_menu,2026-05-03,search
I0005006,C0100,R0145,order,2026-07-24,offers
I0005007,C0100,R0149,save,2026-01-07,offers
I0005008,C0100,R0001,impression,2026-08-13,reorder
I0005009,C0100,R0055,impression,2026-03-03,offers
I0005010,C0100,R0075,click,2026-05-30,home
I0005011,C0100,R0057,impression,2026-05-02,reorder
I0005012,C0100,R0116,view_menu,2026-06-01,ai_assistant
I0005013,C0100,R0059,view_menu,2026-09-03,offers
I0005014,C0100,R0120,dismiss,2026-03-04,search
I0005015,C0100,R0149,add_to_cart,2026-08-02,reorder
I0005016,C0100,R0023,add_to_cart,2026-08-20,ai_assistant
I0005017,C0100,R0075,impression,2026-03-29,offers
I0005018,C0100,R0087,click,2026-05-07,ai_assistant
I0005019,C0100,R0029,click,2026-06-26,ai_assistant
I0005020,C0100,R0113,save,2026-05-10,search
I0005021,C0100,R0148,impression,2026-09-07,ai_assistant
I0005022,C0100,R0013,view_menu,2026-04-23,reorder
I0005023,C0100,R0101,click,2026-05-25,search
I0005024,C0100,R0059,add_to_cart,2026-08-15,offers
I0005025,C0100,R0101,impression,2026-03-10,reorder
I0005026,C0100,R0063,impression,2026-03-31,offers
I0005027,C0100,R0009,view_menu,2026-02-09,home
I0005028,C0100,R0145,order,2026-02-14,ai_assistant
I0005029,C0100,R0073,add_to_cart,2026-05-31,ai_assistant
I0005030,C0100,R0148,dismiss,2026-08-22,offers
I0005031,C0100,R0073,impression,2026-01-01,search
I0005032,C0100,R0059,add_to_cart,2026-02-23,search
I0005033,C0101,R0126,impression,2026-08-02,ai_assistant
I0005034,C0101,R0079,add_to_cart,2026-01-08,reorder
I0005035,C0101,R0080,click,2026-01-24,search
I0005036,C0101,R0080,view_menu,2026-07-30,ai_assistant
I0005037,C0101,R0092,impression,2026-07-07,offers
I0005038,C0101,R0143,impression,2026-01-31,home
I0005039,C0101,R0080,click,2026-08-07,home
I0005040,C0101,R0092,order,2026-04-29,home
I0005041,C0101,R0025,click,2026-07-05,ai_assistant
I0005042,C0101,R0147,view_menu,2026-02-22,home
I0005043,C0101,R0126,impression,2026-03-19,home
I0005044,C0101,R0138,view_menu,2026-07-23,reorder
I0005045,C0101,R0049,impression,2026-04-02,home
I0005046,C0101,R0080,dismiss,2026-04-14,reorder
I0005047,C0101,R0141,impression,2026-03-23,offers
I0005048,C0101,R0090,click,2026-02-24,search
I0005049,C0101,R0092,impression,2026-01-03,offers
I0005050,C0101,R0138,add_to_cart,2026-01-01,reorder
I0005051,C0101,R0049,impression,2026-08-16,reorder
I0005052,C0101,R0092,click,2026-05-14,reorder
I0005053,C0101,R0043,impression,2026-04-14,home
I0005054,C0101,R0143,impression,2026-04-21,offers
I0005055,C0101,R0141,impression,2026-08-13,home
I0005056,C0101,R0147,impression,2026-01-21,offers
I0005057,C0101,R0079,click,2026-07-25,search
I0005058,C0101,R0025,impression,2026-04-06,offers
I0005059,C0101,R0021,click,2026-06-01,home
I0005060,C0101,R0126,impression,2026-02-24,search
I0005061,C0101,R0021,view_menu,2026-08-13,offers
I0005062,C0101,R0080,view_menu,2026-04-26,reorder
I0005063,C0101,R0138,impression,2026-07-22,reorder
I0005064,C0101,R0141,impression,2026-01-05,offers
I0005065,C0101,R0021,impression,2026-07-18,search
I0005066,C0101,R0021,impression,2026-02-19,search
I0005067,C0101,R0147,click,2026-02-10,reorder
I0005068,C0101,R0126,view_menu,2026-09-01,offers
I0005069,C0101,R0090,click,2026-07-05,home
I0005070,C0101,R0147,view_menu,2026-08-07,home
I0005071,C0101,R0143,click,2026-03-23,ai_assistant
I0005072,C0101,R0049,impression,2026-01-28,reorder
I0005073,C0101,R0080,impression,2026-04-18,search
I0005074,C0101,R0090,impression,2026-04-24,reorder
I0005075,C0101,R0080,impression,2026-07-25,offers
I0005076,C0101,R0143,dismiss,2026-08-14,search
I0005077,C0101,R0020,click,2026-01-15,search
I0005078,C0101,R0141,view_menu,2026-08-17,ai_assistant
I0005079,C0101,R0092,dismiss,2026-06-03,reorder
I0005080,C0101,R0025,impression,2026-08-29,home
I0005081,C0101,R0126,impression,2026-07-22,search
I0005082,C0101,R0138,save,2026-07-02,reorder
I0005083,C0101,R0079,order,2026-06-05,ai_assistant
I0005084,C0101,R0025,impression,2026-01-11,offers
I0005085,C0101,R0021,impression,2026-04-10,ai_assistant
I0005086,C0101,R0126,impression,2026-03-05,home
I0005087,C0101,R0080,view_menu,2026-08-29,offers
I0005088,C0101,R0126,click,2026-05-15,search
I0005089,C0101,R0020,view_menu,2026-06-15,reorder
I0005090,C0102,R0036,impression,2026-01-26,search
I0005091,C0102,R0040,click,2026-05-04,offers
I0005092,C0102,R0066,view_menu,2026-07-25,ai_assistant
I0005093,C0102,R0058,view_menu,2026-02-21,search
I0005094,C0102,R0048,save,2026-03-11,ai_assistant
I0005095,C0102,R0036,click,2026-04-30,home
I0005096,C0102,R0058,click,2026-03-22,reorder
I0005097,C0102,R0103,click,2026-01-31,search
I0005098,C0102,R0019,order,2026-03-20,reorder
I0005099,C0102,R0008,view_menu,2026-08-25,search
I0005100,C0102,R0033,view_menu,2026-08-15,reorder
I0005101,C0102,R0103,impression,2026-05-24,ai_assistant
I0005102,C0102,R0111,impression,2026-05-31,offers
I0005103,C0102,R0108,click,2026-09-02,home
I0005104,C0102,R0074,view_menu,2026-04-10,offers
I0005105,C0102,R0066,add_to_cart,2026-05-14,offers
I0005106,C0102,R0144,click,2026-05-30,offers
I0005107,C0102,R0022,dismiss,2026-05-13,offers
I0005108,C0102,R0019,click,2026-05-25,home
I0005109,C0102,R0058,impression,2026-06-27,search
I0005110,C0102,R0058,click,2026-07-10,ai_assistant
I0005111,C0102,R0081,view_menu,2026-06-25,reorder
I0005112,C0102,R0074,impression,2026-04-30,reorder
I0005113,C0102,R0008,click,2026-04-26,search
I0005114,C0102,R0081,impression,2026-03-29,search
I0005115,C0102,R0040,click,2026-01-17,home
I0005116,C0103,R0010,impression,2026-07-31,search
I0005117,C0103,R0059,click,2026-08-20,home
I0005118,C0103,R0148,impression,2026-01-24,ai_assistant
I0005119,C0103,R0118,view_menu,2026-08-27,reorder
I0005120,C0103,R0023,add_to_cart,2026-03-03,offers
I0005121,C0103,R0003,impression,2026-05-24,home
I0005122,C0103,R0001,impression,2026-05-14,ai_assistant
I0005123,C0103,R0142,view_menu,2026-06-23,home
I0005124,C0103,R0034,view_menu,2026-04-06,ai_assistant
I0005125,C0103,R0059,click,2026-01-01,offers
I0005126,C0103,R0073,impression,2026-02-18,ai_assistant
I0005127,C0103,R0034,view_menu,2026-02-25,ai_assistant
I0005128,C0103,R0063,impression,2026-03-24,offers
I0005129,C0103,R0137,click,2026-06-06,offers
I0005130,C0103,R0087,add_to_cart,2026-07-17,offers
I0005131,C0103,R0011,impression,2026-07-15,offers
I0005132,C0103,R0120,click,2026-05-13,offers
I0005133,C0103,R0118,click,2026-07-07,offers
I0005134,C0103,R0013,add_to_cart,2026-05-16,offers
I0005135,C0103,R0034,click,2026-03-01,search
I0005136,C0103,R0134,click,2026-02-23,ai_assistant
I0005137,C0103,R0003,impression,2026-08-29,search
I0005138,C0103,R0055,add_to_cart,2026-04-15,search
I0005139,C0103,R0059,view_menu,2026-06-07,ai_assistant
I0005140,C0103,R0053,impression,2026-06-06,reorder
I0005141,C0103,R0001,impression,2026-07-27,reorder
I0005142,C0103,R0010,click,2026-01-08,reorder
I0005143,C0103,R0087,impression,2026-03-10,search
I0005144,C0103,R0003,impression,2026-05-25,reorder
I0005145,C0103,R0009,impression,2026-01-28,offers
I0005146,C0103,R0150,impression,2026-08-20,ai_assistant
I0005147,C0103,R0055,impression,2026-01-20,search
I0005148,C0103,R0029,click,2026-03-05,reorder
I0005149,C0103,R0116,click,2026-05-17,home
I0005150,C0103,R0148,impression,2026-06-22,ai_assistant
I0005151,C0103,R0053,order,2026-04-01,search
I0005152,C0103,R0137,impression,2026-01-07,reorder
I0005153,C0103,R0134,impression,2026-05-15,offers
I0005154,C0103,R0023,click,2026-01-11,home
I0005155,C0103,R0145,impression,2026-02-13,search
I0005156,C0103,R0118,impression,2026-08-20,reorder
I0005157,C0103,R0029,order,2026-01-04,reorder
I0005158,C0103,R0113,save,2026-08-26,reorder
I0005159,C0103,R0116,click,2026-05-12,reorder
I0005160,C0103,R0135,order,2026-04-29,offers
I0005161,C0103,R0076,click,2026-08-05,home
I0005162,C0103,R0087,order,2026-05-03,offers
I0005163,C0103,R0120,dismiss,2026-09-02,ai_assistant
I0005164,C0103,R0116,order,2026-07-25,search
I0005165,C0103,R0116,impression,2026-03-26,offers
I0005166,C0103,R0118,order,2026-03-21,search
I0005167,C0103,R0063,impression,2026-03-10,reorder
I0005168,C0103,R0023,impression,2026-04-11,offers
I0005169,C0103,R0034,click,2026-07-31,search
I0005170,C0103,R0063,click,2026-08-01,reorder
I0005171,C0103,R0029,add_to_cart,2026-03-14,home
I0005172,C0103,R0145,impression,2026-05-17,reorder
I0005173,C0103,R0009,view_menu,2026-08-29,offers
I0005174,C0104,R0013,view_menu,2026-06-13,offers
I0005175,C0104,R0134,order,2026-02-24,reorder
I0005176,C0104,R0003,save,2026-04-05,reorder
I0005177,C0104,R0057,click,2026-01-17,search
I0005178,C0104,R0134,view_menu,2026-01-16,search
I0005179,C0104,R0063,add_to_cart,2026-03-13,offers
I0005180,C0104,R0113,view_menu,2026-04-22,reorder
I0005181,C0104,R0120,view_menu,2026-01-20,ai_assistant
I0005182,C0104,R0059,order,2026-05-12,ai_assistant
I0005183,C0104,R0029,view_menu,2026-05-11,ai_assistant
I0005184,C0104,R0001,dismiss,2026-06-23,search
I0005185,C0104,R0055,impression,2026-02-24,reorder
I0005186,C0104,R0073,order,2026-03-09,search
I0005187,C0104,R0011,view_menu,2026-09-04,offers
I0005188,C0104,R0051,order,2026-05-17,offers
I0005189,C0104,R0001,add_to_cart,2026-01-01,offers
I0005190,C0104,R0150,save,2026-01-22,search
I0005191,C0104,R0076,save,2026-05-10,reorder
I0005192,C0104,R0076,click,2026-03-27,home
I0005193,C0104,R0065,add_to_cart,2026-03-07,home
I0005194,C0104,R0059,view_menu,2026-06-08,home
I0005195,C0104,R0149,order,2026-03-23,home
I0005196,C0104,R0118,view_menu,2026-05-18,search
I0005197,C0104,R0075,impression,2026-07-14,reorder
I0005198,C0104,R0011,dismiss,2026-07-16,reorder
I0005199,C0104,R0116,view_menu,2026-01-20,search
I0005200,C0104,R0034,click,2026-01-06,offers
I0005201,C0104,R0010,impression,2026-08-31,reorder
I0005202,C0104,R0145,click,2026-02-25,offers
I0005203,C0104,R0100,impression,2026-07-22,home
I0005204,C0104,R0059,impression,2026-05-17,reorder
I0005205,C0104,R0010,impression,2026-09-05,ai_assistant
I0005206,C0104,R0137,impression,2026-08-17,search
I0005207,C0104,R0137,impression,2026-03-24,reorder
I0005208,C0104,R0148,impression,2026-05-30,search
I0005209,C0104,R0116,dismiss,2026-07-13,search
I0005210,C0104,R0087,click,2026-08-28,home
I0005211,C0104,R0009,click,2026-03-04,home
I0005212,C0104,R0029,order,2026-06-25,search
I0005213,C0104,R0063,impression,2026-01-10,search
I0005214,C0104,R0034,impression,2026-07-07,search
I0005215,C0104,R0053,impression,2026-06-09,search
I0005216,C0104,R0116,impression,2026-01-07,reorder
I0005217,C0104,R0134,impression,2026-07-01,reorder
I0005218,C0104,R0118,impression,2026-08-26,offers
I0005219,C0104,R0149,impression,2026-05-10,reorder
I0005220,C0104,R0116,click,2026-04-09,reorder
I0005221,C0104,R0010,dismiss,2026-05-20,search
I0005222,C0104,R0073,save,2026-02-28,ai_assistant
I0005223,C0104,R0146,view_menu,2026-07-17,reorder
I0005224,C0104,R0053,impression,2026-05-29,reorder
I0005225,C0104,R0135,save,2026-05-10,ai_assistant
I0005226,C0104,R0065,add_to_cart,2026-05-21,offers
I0005227,C0104,R0113,dismiss,2026-07-21,ai_assistant
I0005228,C0104,R0011,order,2026-06-23,ai_assistant
I0005229,C0104,R0063,click,2026-07-05,ai_assistant
I0005230,C0104,R0101,view_menu,2026-05-13,search
I0005231,C0104,R0137,view_menu,2026-01-19,ai_assistant
I0005232,C0104,R0137,click,2026-07-28,reorder
I0005233,C0104,R0009,view_menu,2026-08-08,ai_assistant
I0005234,C0104,R0134,click,2026-07-23,home
I0005235,C0104,R0145,click,2026-03-16,reorder
I0005236,C0104,R0075,click,2026-06-21,reorder
I0005237,C0104,R0063,add_to_cart,2026-06-13,offers
I0005238,C0104,R0013,dismiss,2026-08-22,search
I0005239,C0104,R0057,impression,2026-05-17,ai_assistant
I0005240,C0104,R0150,impression,2026-04-26,reorder
I0005241,C0104,R0148,add_to_cart,2026-05-22,home
I0005242,C0104,R0065,impression,2026-05-05,reorder
I0005243,C0104,R0003,save,2026-08-21,search
I0005244,C0104,R0003,impression,2026-07-23,ai_assistant
I0005245,C0104,R0087,impression,2026-04-29,reorder
I0005246,C0104,R0087,click,2026-06-11,offers
I0005247,C0104,R0023,impression,2026-05-17,reorder
I0005248,C0104,R0120,save,2026-02-18,ai_assistant
I0005249,C0104,R0065,impression,2026-03-18,reorder
I0005250,C0105,R0030,add_to_cart,2026-01-04,offers
I0005251,C0105,R0070,view_menu,2026-05-27,offers
I0005252,C0105,R0139,dismiss,2026-06-17,ai_assistant
I0005253,C0105,R0046,view_menu,2026-01-31,home
I0005254,C0105,R0031,impression,2026-02-20,offers
I0005255,C0105,R0030,dismiss,2026-06-06,home
I0005256,C0105,R0006,impression,2026-07-26,reorder
I0005257,C0105,R0129,impression,2026-04-21,home
I0005258,C0105,R0107,add_to_cart,2026-04-11,offers
I0005259,C0105,R0123,click,2026-05-04,home
I0005260,C0105,R0133,click,2026-05-27,search
I0005261,C0105,R0123,impression,2026-03-29,offers
I0005262,C0105,R0077,impression,2026-06-29,home
I0005263,C0105,R0093,impression,2026-09-02,search
I0005264,C0105,R0110,view_menu,2026-01-20,offers
I0005265,C0105,R0031,view_menu,2026-05-15,search
I0005266,C0105,R0139,impression,2026-02-10,ai_assistant
I0005267,C0105,R0124,impression,2026-08-03,offers
I0005268,C0105,R0104,impression,2026-07-09,offers
I0005269,C0105,R0070,impression,2026-06-28,reorder
I0005270,C0105,R0032,dismiss,2026-05-21,offers
I0005271,C0105,R0030,order,2026-02-07,ai_assistant
I0005272,C0105,R0125,view_menu,2026-01-25,offers
I0005273,C0105,R0110,impression,2026-02-03,reorder
I0005274,C0105,R0030,order,2026-03-06,reorder
I0005275,C0105,R0024,impression,2026-04-08,home
I0005276,C0105,R0007,impression,2026-04-21,offers
I0005277,C0105,R0123,impression,2026-08-21,offers
I0005278,C0105,R0099,click,2026-06-08,search
I0005279,C0105,R0006,impression,2026-05-20,home
I0005280,C0105,R0077,impression,2026-02-11,ai_assistant
I0005281,C0105,R0105,click,2026-03-07,offers
I0005282,C0105,R0119,order,2026-08-01,ai_assistant
I0005283,C0105,R0030,impression,2026-01-27,home
I0005284,C0105,R0067,impression,2026-03-30,offers
I0005285,C0105,R0107,click,2026-08-11,offers
I0005286,C0105,R0067,impression,2026-06-11,reorder
I0005287,C0105,R0024,add_to_cart,2026-04-26,ai_assistant
I0005288,C0105,R0007,dismiss,2026-07-26,search
I0005289,C0105,R0104,view_menu,2026-08-11,reorder
I0005290,C0105,R0124,click,2026-07-06,reorder
I0005291,C0105,R0077,click,2026-06-04,home
I0005292,C0105,R0119,save,2026-07-29,ai_assistant
I0005293,C0105,R0067,view_menu,2026-06-08,ai_assistant
I0005294,C0105,R0093,view_menu,2026-07-10,offers
I0005295,C0105,R0070,impression,2026-07-03,offers
I0005296,C0105,R0124,impression,2026-07-17,home
I0005297,C0105,R0030,impression,2026-03-22,search
I0005298,C0105,R0105,impression,2026-02-24,home
I0005299,C0105,R0119,view_menu,2026-05-20,search
I0005300,C0105,R0110,add_to_cart,2026-08-06,home
I0005301,C0105,R0077,impression,2026-04-11,offers
I0005302,C0105,R0139,impression,2026-04-25,reorder
I0005303,C0105,R0129,order,2026-07-18,ai_assistant
I0005304,C0105,R0139,order,2026-07-22,home
I0005305,C0105,R0046,click,2026-05-16,search
I0005306,C0105,R0104,impression,2026-05-01,search
I0005307,C0105,R0070,save,2026-02-21,home
I0005308,C0105,R0129,order,2026-03-31,ai_assistant
I0005309,C0105,R0107,impression,2026-07-25,search
I0005310,C0105,R0099,save,2026-06-25,search
I0005311,C0105,R0046,impression,2026-07-16,home
I0005312,C0105,R0105,dismiss,2026-08-24,reorder
I0005313,C0105,R0129,dismiss,2026-08-04,home
I0005314,C0105,R0032,dismiss,2026-05-12,offers
I0005315,C0105,R0067,view_menu,2026-01-28,search
I0005316,C0105,R0129,impression,2026-01-06,reorder
I0005317,C0105,R0123,view_menu,2026-03-01,home
I0005318,C0105,R0125,save,2026-06-24,offers
I0005319,C0105,R0104,click,2026-01-24,home
I0005320,C0105,R0105,click,2026-06-29,offers
I0005321,C0105,R0099,impression,2026-05-25,ai_assistant
I0005322,C0106,R0004,save,2026-08-06,offers
I0005323,C0106,R0041,dismiss,2026-09-07,search
I0005324,C0106,R0097,impression,2026-01-22,reorder
I0005325,C0106,R0109,dismiss,2026-05-04,search
I0005326,C0106,R0098,view_menu,2026-01-30,home
I0005327,C0106,R0041,click,2026-01-02,offers
I0005328,C0106,R0127,click,2026-06-15,offers
I0005329,C0106,R0096,click,2026-07-08,reorder
I0005330,C0106,R0026,impression,2026-08-15,search
I0005331,C0106,R0014,dismiss,2026-08-04,reorder
I0005332,C0106,R0078,click,2026-03-27,search
I0005333,C0106,R0115,click,2026-09-08,search
I0005334,C0106,R0015,impression,2026-04-28,offers
I0005335,C0106,R0130,impression,2026-05-30,ai_assistant
I0005336,C0106,R0014,view_menu,2026-07-03,offers
I0005337,C0106,R0039,add_to_cart,2026-06-24,ai_assistant
I0005338,C0106,R0039,impression,2026-06-10,offers
I0005339,C0106,R0096,impression,2026-02-11,search
I0005340,C0106,R0039,click,2026-08-01,home
I0005341,C0106,R0085,impression,2026-07-05,home
I0005342,C0106,R0117,view_menu,2026-07-02,home
I0005343,C0106,R0054,click,2026-06-15,home
I0005344,C0106,R0109,view_menu,2026-07-16,home
I0005345,C0106,R0096,view_menu,2026-04-08,search
I0005346,C0106,R0062,impression,2026-06-16,reorder
I0005347,C0106,R0121,dismiss,2026-02-08,reorder
I0005348,C0106,R0127,click,2026-01-20,home
I0005349,C0106,R0028,view_menu,2026-06-14,ai_assistant
I0005350,C0106,R0117,impression,2026-06-25,search
I0005351,C0106,R0078,order,2026-05-10,reorder
I0005352,C0106,R0017,impression,2026-08-25,ai_assistant
I0005353,C0106,R0130,save,2026-08-19,home
I0005354,C0106,R0130,impression,2026-07-08,ai_assistant
I0005355,C0106,R0130,impression,2026-06-28,offers
I0005356,C0106,R0102,impression,2026-08-01,search
I0005357,C0106,R0102,save,2026-05-28,ai_assistant
I0005358,C0106,R0014,impression,2026-01-22,ai_assistant
I0005359,C0106,R0085,impression,2026-02-21,reorder
I0005360,C0106,R0017,click,2026-04-15,search
I0005361,C0106,R0096,click,2026-01-16,ai_assistant
I0005362,C0106,R0084,click,2026-06-11,search
I0005363,C0106,R0096,click,2026-03-17,reorder
I0005364,C0106,R0045,view_menu,2026-04-29,offers
I0005365,C0106,R0098,impression,2026-05-18,offers
I0005366,C0106,R0121,impression,2026-01-06,ai_assistant
I0005367,C0106,R0109,impression,2026-03-19,search
I0005368,C0106,R0041,view_menu,2026-02-05,offers
I0005369,C0106,R0109,impression,2026-03-19,ai_assistant
I0005370,C0106,R0015,impression,2026-07-04,search
I0005371,C0106,R0102,order,2026-01-27,offers
I0005372,C0106,R0004,impression,2026-07-01,ai_assistant
I0005373,C0106,R0106,click,2026-03-31,reorder
I0005374,C0106,R0095,add_to_cart,2026-04-07,search
I0005375,C0106,R0121,click,2026-02-22,search
I0005376,C0106,R0054,order,2026-02-17,reorder
I0005377,C0106,R0054,impression,2026-06-21,ai_assistant
I0005378,C0106,R0095,click,2026-04-14,search
I0005379,C0106,R0097,impression,2026-07-24,home
I0005380,C0106,R0085,click,2026-08-10,reorder
I0005381,C0106,R0054,dismiss,2026-04-30,offers
I0005382,C0106,R0085,view_menu,2026-08-06,search
I0005383,C0106,R0102,click,2026-06-06,offers
I0005384,C0106,R0102,add_to_cart,2026-08-29,home
I0005385,C0106,R0084,click,2026-01-18,offers
I0005386,C0106,R0002,impression,2026-01-27,search
I0005387,C0106,R0127,view_menu,2026-02-06,ai_assistant
I0005388,C0106,R0130,impression,2026-06-14,offers
I0005389,C0106,R0127,view_menu,2026-08-02,reorder
I0005390,C0106,R0004,view_menu,2026-04-01,offers
I0005391,C0106,R0002,view_menu,2026-07-01,ai_assistant
I0005392,C0106,R0064,click,2026-04-18,reorder
I0005393,C0106,R0045,click,2026-03-18,home
I0005394,C0106,R0121,click,2026-03-05,home
I0005395,C0106,R0130,click,2026-01-12,offers
I0005396,C0106,R0130,add_to_cart,2026-02-20,reorder
I0005397,C0106,R0054,impression,2026-02-15,search
I0005398,C0106,R0015,impression,2026-02-02,reorder
I0005399,C0107,R0140,order,2026-05-19,ai_assistant
I0005400,C0107,R0050,impression,2026-01-04,search
I0005401,C0107,R0071,impression,2026-03-05,reorder
I0005402,C0107,R0091,click,2026-06-29,reorder
I0005403,C0107,R0016,click,2026-07-26,reorder
I0005404,C0107,R0071,impression,2026-07-16,ai_assistant
I0005405,C0107,R0016,impression,2026-06-17,home
I0005406,C0107,R0038,view_menu,2026-04-29,search
I0005407,C0107,R0071,view_menu,2026-06-24,home
I0005408,C0107,R0140,impression,2026-05-28,ai_assistant
