customer_id,city,age,customer_segment,derived_top_cuisine,top_3_cuisines,derived_avg_order_value,orders_observed,avg_customer_rating,observed_discount_rate,weekend_order_share,late_night_share,repeat_order_share,unique_restaurants_tried,dietary_preference,healthy_affinity,spicy_affinity,exploration_affinity,loyalty_affinity
C0152,Kolkata,53,Food Explorer,Pizza,"Pizza, Desserts, Chinese",418.0,12,3.67,0.58,0.25,0.25,0.75,7,No Preference,0.76,0.72,0.11,0.46
C0153,Bengaluru,54,Health Conscious,Maharashtrian,"Maharashtrian, South Indian, Healthy",478.0,26,3.69,0.27,0.31,0.15,0.62,16,No Preference,0.77,0.41,0.32,0.37
C0154,Chennai,30,Health Conscious,Biryani,"Biryani, Burgers, Thai",382.0,8,3.88,0.38,0.25,0.38,0.25,7,Low-Calorie,0.8,0.65,0.45,0.47
C0155,Bengaluru,38,Food Explorer,Biryani,"Biryani, North Indian, Healthy",545.0,20,4.4,0.15,0.45,0.25,0.45,15,No Preference,0.31,0.42,0.49,0.58
C0156,Pune,41,Convenience Seeker,Biryani,"Biryani, North Indian, Cafe",434.0,24,4.25,0.62,0.46,0.21,0.75,14,Low-Calorie,0.47,0.35,0.47,0.68
C0157,Hyderabad,49,Food Explorer,Biryani,"Biryani, North Indian, South Indian",715.0,12,4.33,0.25,0.42,0.17,0.42,9,Vegetarian,0.53,0.88,0.48,0.45
C0158,Kolkata,20,Food Explorer,Chinese,"Chinese, Italian, Healthy",430.0,22,4.18,0.55,0.41,0.09,0.77,10,Vegetarian,0.58,0.65,0.23,0.61
C0159,Pune,45,Food Explorer,Cafe,"Cafe, Biryani, Pizza",530.0,13,3.92,0.46,0.31,0.23,0.54,9,Vegetarian,0.68,0.69,0.4,0.5
C0160,Mumbai,48,Food Explorer,Chinese,"Chinese, South Indian, Burgers",574.0,18,4.11,0.39,0.33,0.17,0.5,12,Jain,0.18,0.71,0.52,0.41
C0161,Mumbai,37,Food Explorer,Chinese,"Chinese, Biryani, Healthy",596.0,6,3.67,0.17,0.0,0.17,0.0,6,Jain,0.24,0.58,0.3,0.28
C0162,Bengaluru,43,Food Explorer,Chinese,"Chinese, Healthy, Desserts",390.0,8,4.38,0.75,0.12,0.0,0.0,8,No Preference,0.34,0.7,0.1,0.31
C0163,Ahmedabad,24,Food Explorer,Biryani,"Biryani, Pizza, Burgers",515.0,20,4.0,0.45,0.3,0.35,0.1,19,Vegetarian,0.43,0.2,0.35,0.44
C0164,Hyderabad,29,Food Explorer,Desserts,"Desserts, Burgers, South Indian",610.0,33,3.94,0.33,0.36,0.18,0.94,12,Vegetarian,0.46,0.22,0.65,0.53
C0165,Delhi,49,Health Conscious,Chinese,"Chinese, South Indian, Burgers",481.0,21,4.05,0.43,0.33,0.05,0.38,17,Vegetarian,0.91,0.51,0.6,0.8
C0166,Pune,53,Food Explorer,Cafe,"Cafe, Biryani, Thai",431.0,23,4.48,0.3,0.35,0.04,0.61,15,Vegetarian,0.33,0.56,0.71,0.37
C0167,Hyderabad,54,Convenience Seeker,Pizza,"Pizza, Biryani, Desserts",576.0,18,4.06,0.5,0.17,0.0,0.67,11,No Preference,0.56,0.94,0.13,0.69
C0168,Bengaluru,37,Food Explorer,Chinese,"Chinese, Biryani, Maharashtrian",500.0,11,3.91,0.36,0.27,0.09,0.36,9,No Preference,0.7,0.64,0.57,0.41
C0169,Delhi,31,Health Conscious,South Indian,"South Indian, Italian, Cafe",372.0,17,3.82,0.59,0.41,0.06,0.47,12,Vegetarian,0.83,0.94,0.33,0.35
C0170,Mumbai,26,Food Explorer,Pizza,"Pizza, Biryani, Chinese",509.0,7,4.14,0.86,0.29,0.14,0.29,6,No Preference,0.52,0.59,0.71,0.66
C0171,Hyderabad,42,Health Conscious,Italian,"Italian, South Indian, Chinese",661.0,19,4.37,0.74,0.42,0.11,0.68,10,Vegetarian,0.84,0.82,0.49,0.59
C0172,Hyderabad,40,Health Conscious,Biryani,"Biryani, Desserts, South Indian",613.0,12,4.17,0.33,0.33,0.25,0.5,9,Low-Calorie,0.82,0.77,0.54,0.25
C0173,Mumbai,20,Food Explorer,Biryani,"Biryani, Chinese, Healthy",554.0,23,3.91,0.13,0.22,0.13,0.3,19,No Preference,0.21,0.65,0.26,0.67
C0174,Bengaluru,23,Budget Explorer,Chinese,"Chinese, Biryani, Desserts",460.0,12,4.08,0.58,0.33,0.0,0.33,10,High-Protein,0.18,0.18,0.7,0.47
C0175,Mumbai,26,Food Explorer,Chinese,"Chinese, Maharashtrian, Desserts",501.0,27,3.85,0.96,0.22,0.22,0.56,18,No Preference,0.43,0.72,0.21,0.2
C0176,Pune,41,Food Explorer,Cafe,"Cafe, North Indian, South Indian",362.0,22,3.95,0.55,0.32,0.14,0.59,15,Low-Calorie,0.28,0.74,0.23,0.41
C0177,Hyderabad,31,Food Explorer,Desserts,"Desserts, Maharashtrian, South Indian",490.0,6,4.5,0.33,0.17,0.17,0.0,6,Vegetarian,0.31,0.61,0.3,0.63
C0178,Bengaluru,19,Food Explorer,Healthy,"Healthy, Maharashtrian, Pizza",453.0,16,4.44,0.25,0.44,0.25,0.38,13,No Preference,0.2,0.52,0.86,0.52
C0179,Chennai,18,Food Explorer,Biryani,"Biryani, South Indian",343.0,17,3.82,0.65,0.29,0.12,0.94,5,High-Protein,0.16,0.6,0.48,0.89
C0180,Delhi,20,Food Explorer,Healthy,"Healthy, Chinese, North Indian",332.0,15,4.13,0.4,0.27,0.2,0.2,13,No Preference,0.23,0.17,0.61,0.55
C0181,Delhi,27,Health Conscious,Chinese,"Chinese, Cafe, Pizza",547.0,7,4.43,0.43,0.14,0.43,0.0,7,Vegan,0.89,0.2,0.29,0.33
C0182,Mumbai,37,Food Explorer,South Indian,"South Indian, Chinese, Healthy",463.0,6,4.17,0.33,0.17,0.17,0.0,6,Vegetarian,0.42,0.74,0.76,0.34
C0183,Mumbai,19,Convenience Seeker,Maharashtrian,"Maharashtrian, Cafe, Desserts",579.0,12,4.17,0.5,0.08,0.0,0.0,12,No Preference,0.24,0.23,0.14,0.79
C0184,Ahmedabad,25,Health Conscious,Burgers,"Burgers, North Indian, South Indian",473.0,9,4.0,0.78,0.22,0.11,0.0,9,High-Protein,0.83,0.57,0.22,0.85
C0185,Hyderabad,32,Food Explorer,South Indian,"South Indian, Desserts, Biryani",611.0,16,3.81,0.06,0.12,0.12,0.5,11,No Preference,0.54,0.14,0.14,0.32
C0186,Hyderabad,36,Food Explorer,South Indian,"South Indian, Biryani, Burgers",681.0,23,4.09,0.91,0.39,0.17,0.83,12,No Preference,0.93,0.95,0.29,0.43
C0187,Kolkata,33,Food Explorer,Italian,"Italian, Chinese, Maharashtrian",380.0,17,4.18,0.88,0.18,0.0,0.82,9,No Preference,0.42,0.73,0.37,0.72
C0188,Delhi,51,Convenience Seeker,North Indian,"North Indian, Italian, Cafe",356.0,17,4.29,0.65,0.47,0.06,0.53,11,Vegetarian,0.49,0.74,0.43,0.82
C0189,Chennai,26,Health Conscious,Biryani,"Biryani, Chinese, Thai",418.0,8,3.75,0.75,0.25,0.0,0.75,4,No Preference,0.73,0.37,0.74,0.68
C0190,Mumbai,30,Food Explorer,South Indian,"South Indian, Biryani, Pizza",556.0,11,4.0,0.27,0.27,0.27,0.36,9,No Preference,0.48,0.49,0.39,0.73
C0191,Mumbai,28,Food Explorer,Cafe,"Cafe, Maharashtrian, South Indian",518.0,21,4.0,0.71,0.33,0.14,0.24,18,No Preference,0.35,0.8,0.42,0.19
C0192,Pune,46,Food Explorer,Cafe,"Cafe, Biryani, North Indian",438.0,17,4.12,0.06,0.18,0.06,0.59,11,Vegetarian,0.44,0.68,0.28,0.3
C0193,Mumbai,55,Food Explorer,Chinese,"Chinese, Maharashtrian, South Indian",572.0,23,3.78,0.52,0.13,0.17,0.48,17,Low-Calorie,0.38,0.14,0.82,0.77
C0194,Delhi,54,Food Explorer,Italian,"Italian, South Indian, Healthy",419.0,13,4.15,0.31,0.46,0.15,0.46,10,No Preference,0.13,0.63,0.32,0.81
C0195,Bengaluru,49,Food Explorer,Desserts,"Desserts, Biryani, Chinese",599.0,9,3.89,0.67,0.22,0.33,0.22,8,No Preference,0.78,0.78,0.52,0.62
C0196,Pune,48,Convenience Seeker,Biryani,"Biryani, Italian, Maharashtrian",397.0,22,4.0,0.09,0.18,0.09,0.5,16,Vegetarian,0.34,0.79,0.12,0.76
C0197,Pune,55,Food Explorer,Pizza,"Pizza, Cafe, Maharashtrian",407.0,19,3.84,0.89,0.21,0.11,0.63,13,Vegetarian,0.59,0.94,0.71,0.86
C0198,Delhi,29,Convenience Seeker,Cafe,"Cafe, North Indian, Burgers",460.0,13,4.08,0.23,0.31,0.31,0.69,7,High-Protein,0.81,0.79,0.21,0.86
C0199,Kolkata,37,Food Explorer,Italian,"Italian, Chinese, Healthy",411.0,7,4.71,0.57,0.29,0.14,0.29,6,No Preference,0.39,0.25,0.59,0.75
C0200,Pune,21,Budget Explorer,Cafe,"Cafe, Biryani, South Indian",375.0,10,3.8,0.9,0.4,0.2,0.6,6,Vegan,0.19,0.36,0.85,0.45
C0201,Delhi,45,Food Explorer,South Indian,"South Indian, Healthy, Pizza",493.0,24,4.17,0.29,0.33,0.17,0.71,12,Vegetarian,0.69,0.21,0.24,0.38
C0202,Ahmedabad,43,Convenience Seeker,Maharashtrian,"Maharashtrian, Biryani, Chinese",550.0,13,4.0,0.31,0.38,0.15,0.0,13,High-Protein,0.3,0.94,0.21,0.71
C0203,Mumbai,39,Health Conscious,Desserts,"Desserts, Healthy, Chinese",558.0,32,4.09,0.22,0.28,0.28,0.75,18,Vegetarian,0.92,0.85,0.41,0.7
C0204,Pune,40,Health Conscious,Pizza,"Pizza, Biryani, Desserts",449.0,26,4.04,0.31,0.27,0.19,0.77,14,Vegetarian,0.91,0.16,0.34,0.39
C0205,Pune,28,Food Explorer,Biryani,"Biryani, Cafe, Pizza",506.0,31,4.06,0.68,0.23,0.16,0.77,16,Vegetarian,0.47,0.15,0.62,0.61
C0206,Delhi,44,Food Explorer,Italian,"Italian, Chinese, Cafe",547.0,12,4.08,0.08,0.17,0.42,0.58,8,No Preference,0.15,0.1,0.54,0.52
C0207,Chennai,30,Convenience Seeker,Biryani,"Biryani, Thai, Burgers",451.0,12,4.33,0.25,0.08,0.0,0.83,5,No Preference,0.33,0.65,0.48,0.82
C0208,Pune,42,Food Explorer,North Indian,"North Indian, Cafe, Desserts",308.0,8,4.25,0.25,0.12,0.12,0.38,6,No Preference,0.17,0.39,0.7,0.65
C0209,Ahmedabad,32,Food Explorer,Maharashtrian,"Maharashtrian, Biryani, Thai",513.0,11,3.55,0.82,0.45,0.09,0.18,10,No Preference,0.44,0.83,0.29,0.37
C0210,Ahmedabad,51,Food Explorer,Maharashtrian,"Maharashtrian, Italian, Pizza",516.0,18,3.83,0.83,0.17,0.22,0.22,16,No Preference,0.46,0.94,0.75,0.24
C0211,Delhi,34,Food Explorer,Chinese,"Chinese, Thai, North Indian",426.0,16,4.19,0.88,0.38,0.06,0.44,12,No Preference,0.7,0.6,0.83,0.16
C0212,Mumbai,44,Food Explorer,Maharashtrian,"Maharashtrian, Desserts, Chinese",505.0,16,4.12,0.44,0.31,0.12,0.62,10,Vegan,0.39,0.45,0.33,0.55
C0213,Chennai,54,Food Explorer,Biryani,"Biryani, Burgers, South Indian",444.0,10,3.7,0.9,0.1,0.2,0.6,6,No Preference,0.3,0.73,0.81,0.4
C0214,Pune,19,Food Explorer,Pizza,"Pizza, Cafe, Biryani",512.0,15,4.07,0.67,0.2,0.2,0.8,7,No Preference,0.73,0.76,0.28,0.38
C0215,Hyderabad,23,Food Explorer,South Indian,"South Indian, Biryani, Thai",734.0,12,3.92,0.75,0.33,0.08,0.58,8,Vegan,0.22,0.82,0.35,0.53
C0216,Mumbai,29,Food Explorer,Biryani,"Biryani, Maharashtrian, Chinese",624.0,23,4.09,0.65,0.22,0.26,0.39,18,No Preference,0.44,0.88,0.39,0.5
C0217,Bengaluru,41,Budget Explorer,Italian,"Italian, Healthy, South Indian",418.0,19,4.21,0.74,0.21,0.16,0.58,13,Vegetarian,0.12,0.14,0.76,0.22
C0218,Delhi,32,Food Explorer,Pizza,"Pizza, Italian, North Indian",365.0,16,4.5,1.0,0.5,0.06,0.69,9,No Preference,0.25,0.78,0.48,0.25
C0219,Bengaluru,35,Food Explorer,South Indian,"South Indian, Burgers, Chinese",529.0,13,3.77,0.38,0.31,0.08,0.31,11,No Preference,0.95,0.92,0.57,0.16
C0220,Kolkata,36,Food Explorer,Italian,"Italian, Chinese, Maharashtrian",342.0,29,4.41,0.9,0.34,0.07,0.9,10,No Preference,0.35,0.23,0.67,0.82
C0221,Mumbai,43,Food Explorer,Healthy,"Healthy, Cafe, North Indian",472.0,8,3.88,0.25,0.38,0.25,0.25,7,Vegetarian,0.59,0.26,0.13,0.68
C0222,Bengaluru,52,Food Explorer,Desserts,"Desserts, North Indian, Chinese",695.0,8,4.25,0.88,0.25,0.12,0.62,5,Vegetarian,0.32,0.79,0.18,0.25
C0223,Delhi,39,Food Explorer,Chinese,"Chinese, Cafe, Desserts",408.0,12,4.33,0.67,0.25,0.08,0.33,10,No Preference,0.64,0.59,0.19,0.19
C0224,Chennai,30,Food Explorer,Biryani,"Biryani, Chinese, Burgers",426.0,22,4.18,0.86,0.27,0.23,0.95,8,Vegetarian,0.58,0.87,0.26,0.46
C0225,Pune,29,Convenience Seeker,Italian,"Italian, Thai, Biryani",418.0,19,3.89,0.26,0.26,0.0,0.63,12,No Preference,0.52,0.75,0.23,0.72
C0226,Hyderabad,45,Food Explorer,South Indian,"South Indian, Thai, Pizza",598.0,18,3.83,0.33,0.33,0.17,0.56,13,No Preference,0.26,0.68,0.36,0.77
C0227,Bengaluru,32,Food Explorer,Chinese,"Chinese, South Indian, Biryani",568.0,15,3.8,0.67,0.2,0.07,0.0,15,Vegetarian,0.61,0.39,0.33,0.7
C0228,Delhi,39,Food Explorer,Chinese,"Chinese, Pizza, Cafe",403.0,13,4.15,0.15,0.46,0.23,0.31,11,Low-Calorie,0.53,0.2,0.27,0.17
C0229,Mumbai,42,Food Explorer,North Indian,"North Indian, Maharashtrian, South Indian",443.0,7,4.29,0.43,0.29,0.29,0.57,5,Vegetarian,0.42,0.57,0.65,0.46
C0230,Delhi,31,Budget Explorer,Chinese,"Chinese, Desserts, South Indian",536.0,28,4.04,0.61,0.21,0.04,0.71,15,Vegetarian,0.63,0.34,0.82,0.53
C0231,Chennai,30,Health Conscious,Biryani,"Biryani, South Indian, Thai",424.0,20,3.95,0.55,0.25,0.15,0.9,8,Low-Calorie,0.89,0.38,0.5,0.31
C0232,Mumbai,25,Food Explorer,Chinese,"Chinese, South Indian, Healthy",510.0,26,3.88,0.35,0.23,0.42,0.54,17,Vegan,0.35,0.49,0.28,0.89
C0233,Delhi,20,Food Explorer,Cafe,"Cafe, Burgers, South Indian",452.0,20,3.95,0.75,0.3,0.2,0.5,14,No Preference,0.24,0.4,0.78,0.65
C0234,Bengaluru,23,Health Conscious,Desserts,"Desserts, Chinese, North Indian",458.0,6,4.5,0.5,0.17,0.17,0.0,6,No Preference,0.78,0.2,0.74,0.64
C0235,Mumbai,28,Health Conscious,Maharashtrian,"Maharashtrian, Cafe, Chinese",462.0,11,4.18,0.36,0.27,0.09,0.55,8,Jain,0.81,0.93,0.12,0.66
C0236,Chennai,25,Health Conscious,Biryani,"Biryani, Chinese, Burgers",464.0,14,4.21,0.79,0.43,0.07,0.86,7,Vegetarian,0.93,0.67,0.56,0.57
C0237,Chennai,24,Health Conscious,Biryani,"Biryani, Chinese",387.0,9,4.22,0.89,0.11,0.0,0.78,4,No Preference,0.89,0.53,0.59,0.16
C0238,Chennai,28,Food Explorer,Biryani,"Biryani, South Indian, Burgers",423.0,16,4.44,0.38,0.19,0.06,0.75,9,No Preference,0.49,0.78,0.42,0.33
C0239,Chennai,46,Food Explorer,Biryani,"Biryani, Burgers, Chinese",373.0,23,4.22,0.61,0.52,0.13,0.87,8,No Preference,0.63,0.36,0.17,0.6
C0240,Delhi,47,Budget Explorer,Cafe,"Cafe, North Indian, Chinese",349.0,19,4.16,0.68,0.26,0.21,0.58,13,Jain,0.2,0.75,0.63,0.69
C0241,Pune,40,Food Explorer,Biryani,"Biryani, Pizza, Cafe",469.0,16,4.12,0.88,0.38,0.19,0.62,11,No Preference,0.27,0.2,0.43,0.34
C0242,Delhi,47,Budget Explorer,Chinese,"Chinese, Pizza, Italian",492.0,7,4.71,0.86,0.14,0.29,0.29,6,No Preference,0.92,0.1,0.57,0.53
C0243,Kolkata,45,Food Explorer,Chinese,"Chinese, Healthy, Desserts",433.0,13,4.0,0.23,0.46,0.0,0.77,7,Vegetarian,0.53,0.43,0.58,0.81
C0244,Bengaluru,35,Convenience Seeker,Chinese,"Chinese, Healthy, South Indian",404.0,18,4.11,0.61,0.11,0.17,0.44,13,Jain,0.83,0.71,0.34,0.68
C0245,Delhi,30,Food Explorer,Chinese,"Chinese, Pizza, Maharashtrian",397.0,7,4.0,0.71,0.57,0.14,0.29,6,No Preference,0.37,0.2,0.5,0.67
C0246,Chennai,55,Food Explorer,Biryani,"Biryani, Thai, Chinese",425.0,21,3.86,0.9,0.43,0.14,1.0,7,Vegetarian,0.22,0.67,0.52,0.17
C0247,Delhi,36,Budget Explorer,North Indian,"North Indian, Chinese, Healthy",475.0,17,4.35,0.76,0.41,0.12,0.65,11,No Preference,0.84,0.73,0.79,0.7
C0248,Bengaluru,50,Convenience Seeker,Italian,"Italian, Biryani, Healthy",531.0,19,3.89,0.26,0.32,0.21,0.53,13,No Preference,0.83,0.48,0.26,0.8
C0249,Pune,55,Food Explorer,Biryani,"Biryani, North Indian, Cafe",470.0,6,4.17,0.17,0.17,0.17,0.33,5,No Preference,0.13,0.34,0.69,0.24
C0250,Delhi,55,Budget Explorer,South Indian,"South Indian, Cafe, Italian",441.0,12,4.42,0.5,0.08,0.08,0.33,10,No Preference,0.77,0.57,0.77,0.38
C0251,Pune,51,Food Explorer,Cafe,"Cafe, Biryani, Italian",407.0,13,4.31,0.46,0.23,0.15,0.38,10,Vegan,0.38,0.41,0.28,0.31
C0252,Chennai,48,Food Explorer,Biryani,"Biryani, Thai, South Indian",423.0,11,4.09,0.73,0.18,0.18,0.82,6,No Preference,0.68,0.37,0.6,0.87
C0253,Mumbai,42,Food Explorer,Healthy,"Healthy, Chinese, Burgers",458.0,12,3.92,0.67,0.17,0.25,0.33,10,High-Protein,0.37,0.17,0.34,0.64
C0254,Kolkata,52,Health Conscious,Chinese,"Chinese, Italian, Pizza",345.0,11,3.64,0.64,0.09,0.09,0.91,5,Vegetarian,0.93,0.76,0.53,0.68
C0255,Mumbai,27,Food Explorer,Burgers,"Burgers, Maharashtrian, Chinese",517.0,25,4.08,0.36,0.24,0.2,0.24,21,No Preference,0.45,0.48,0.76,0.83
C0256,Pune,19,Food Explorer,Pizza,"Pizza, Biryani, Cafe",393.0,21,4.05,0.76,0.38,0.24,0.52,14,Vegetarian,0.53,0.35,0.78,0.42
C0257,Mumbai,36,Budget Explorer,Desserts,"Desserts, Chinese, Biryani",471.0,26,4.08,0.85,0.31,0.31,0.58,17,Vegetarian,0.64,0.35,0.78,0.37
C0258,Pune,18,Convenience Seeker,Pizza,"Pizza, Cafe, Biryani",473.0,23,4.0,0.52,0.22,0.17,0.65,15,No Preference,0.87,0.39,0.34,0.71
C0259,Chennai,27,Budget Explorer,Chinese,"Chinese, Biryani, Burgers",438.0,19,3.58,0.47,0.37,0.21,0.95,8,No Preference,0.57,0.65,0.7,0.89
C0260,Mumbai,34,Budget Explorer,Chinese,"Chinese, Maharashtrian, Cafe",607.0,25,4.0,0.8,0.2,0.16,0.48,18,Low-Calorie,0.37,0.48,0.6,0.83
C0261,Bengaluru,55,Health Conscious,Healthy,"Healthy, Biryani, Italian",528.0,18,4.06,0.22,0.22,0.06,0.56,12,Low-Calorie,0.81,0.21,0.69,0.48
C0262,Chennai,47,Food Explorer,Chinese,"Chinese, Biryani, Burgers",429.0,7,4.0,0.0,0.0,0.29,0.43,5,Vegetarian,0.27,0.72,0.76,0.82
C0263,Mumbai,19,Food Explorer,Desserts,"Desserts, Maharashtrian, Cafe",483.0,10,4.1,0.1,0.1,0.1,0.2,9,No Preference,0.66,0.23,0.82,0.55
C0264,Ahmedabad,36,Health Conscious,Chinese,"Chinese, South Indian, Cafe",518.0,23,3.96,0.35,0.35,0.17,0.26,20,No Preference,0.74,0.22,0.89,0.66
C0265,Ahmedabad,54,Health Conscious,Italian,"Italian, Maharashtrian, Healthy",495.0,15,4.2,0.47,0.33,0.13,0.0,15,No Preference,0.77,0.43,0.63,0.54
C0266,Mumbai,20,Health Conscious,Desserts,"Desserts, Healthy, Cafe",604.0,23,3.91,0.61,0.04,0.09,0.26,20,Jain,0.86,0.17,0.4,0.59
C0267,Bengaluru,51,Food Explorer,Biryani,"Biryani, Desserts, North Indian",838.0,17,4.12,0.94,0.24,0.24,0.65,10,Vegan,0.34,0.23,0.28,0.54
C0268,Mumbai,32,Food Explorer,Cafe,"Cafe, Chinese, Biryani",589.0,11,4.0,0.73,0.27,0.18,0.0,11,Vegetarian,0.21,0.6,0.43,0.33
C0269,Chennai,20,Convenience Seeker,South Indian,"South Indian, Chinese, Biryani",371.0,14,3.86,0.79,0.21,0.29,0.86,6,High-Protein,0.66,0.34,0.11,0.69
C0270,Hyderabad,48,Convenience Seeker,Thai,"Thai, Biryani, Chinese",539.0,10,4.1,0.3,0.3,0.2,0.6,6,No Preference,0.39,0.49,0.31,0.69
C0271,Bengaluru,42,Convenience Seeker,South Indian,"South Indian, North Indian, Healthy",593.0,11,4.09,0.91,0.45,0.27,0.36,9,Vegetarian,0.61,0.85,0.24,0.83
C0272,Mumbai,23,Health Conscious,Maharashtrian,"Maharashtrian, Chinese, Healthy",573.0,14,4.36,0.43,0.29,0.07,0.14,13,Jain,0.78,0.77,0.52,0.32
C0273,Ahmedabad,54,Health Conscious,Healthy,"Healthy, South Indian, Biryani",527.0,17,3.94,0.71,0.12,0.0,0.12,16,Vegan,0.77,0.59,0.25,0.68
C0274,Mumbai,42,Food Explorer,Chinese,"Chinese, Biryani, Maharashtrian",656.0,14,4.07,0.86,0.36,0.14,0.14,13,No Preference,0.62,0.94,0.53,0.57
C0275,Delhi,44,Food Explorer,Italian,"Italian, South Indian, Chinese",497.0,20,4.0,1.0,0.35,0.1,0.7,10,No Preference,0.22,0.83,0.72,0.45
C0276,Bengaluru,46,Health Conscious,Healthy,"Healthy, South Indian, Maharashtrian",375.0,10,4.2,0.6,0.3,0.3,0.7,6,Vegan,0.78,0.8,0.41,0.63
C0277,Hyderabad,23,Convenience Seeker,Biryani,"Biryani, Pizza, Burgers",661.0,14,3.93,0.5,0.36,0.0,0.79,8,Vegetarian,0.15,0.76,0.33,0.87
C0278,Chennai,46,Budget Explorer,Biryani,"Biryani, Chinese, Thai",430.0,16,4.31,0.38,0.38,0.12,0.88,8,No Preference,0.41,0.66,0.59,0.66
C0279,Mumbai,35,Convenience Seeker,Cafe,"Cafe, South Indian, Chinese",618.0,24,4.08,0.79,0.38,0.29,0.46,17,Vegetarian,0.58,0.6,0.54,0.69
C0280,Bengaluru,32,Food Explorer,Biryani,"Biryani, South Indian, North Indian",560.0,8,3.88,0.5,0.12,0.12,0.0,8,Vegetarian,0.2,0.54,0.5,0.4
C0281,Kolkata,54,Food Explorer,Thai,"Thai, Desserts, Italian",458.0,17,4.06,0.94,0.41,0.0,0.88,5,Vegetarian,0.12,0.2,0.47,0.59
C0282,Bengaluru,32,Health Conscious,Maharashtrian,"Maharashtrian, Desserts, South Indian",646.0,16,3.88,0.19,0.75,0.12,0.44,12,Vegetarian,0.89,0.51,0.76,0.21
C0283,Ahmedabad,35,Health Conscious,Desserts,"Desserts, Chinese, Biryani",489.0,12,3.83,0.5,0.33,0.08,0.0,12,Vegetarian,0.81,0.4,0.28,0.78
C0284,Mumbai,23,Food Explorer,Healthy,"Healthy, Desserts, Maharashtrian",480.0,22,4.09,0.41,0.32,0.23,0.55,16,Jain,0.52,0.94,0.82,0.8
C0285,Bengaluru,43,Food Explorer,Biryani,"Biryani, South Indian, North Indian",523.0,32,3.91,0.5,0.22,0.12,0.72,19,Vegetarian,0.25,0.93,0.41,0.66
C0286,Hyderabad,38,Health Conscious,South Indian,"South Indian, Biryani, Italian",604.0,25,4.04,0.88,0.32,0.16,0.8,13,Vegetarian,0.91,0.39,0.31,0.35
C0287,Hyderabad,31,Food Explorer,South Indian,"South Indian, North Indian, Italian",636.0,12,3.83,0.67,0.58,0.33,0.33,10,High-Protein,0.71,0.78,0.65,0.76
C0288,Pune,30,Food Explorer,Cafe,"Cafe, North Indian, Pizza",375.0,21,4.24,0.57,0.38,0.19,0.71,12,Vegetarian,0.71,0.77,0.78,0.54
C0289,Kolkata,54,Food Explorer,Italian,"Italian, Desserts, Chinese",428.0,7,4.43,0.86,0.43,0.29,0.29,6,No Preference,0.58,0.89,0.37,0.42
C0290,Mumbai,44,Food Explorer,Desserts,"Desserts, Chinese, South Indian",657.0,24,4.0,0.5,0.42,0.12,0.58,15,No Preference,0.53,0.76,0.33,0.39
C0291,Mumbai,42,Budget Explorer,Desserts,"Desserts, South Indian, North Indian",563.0,6,3.5,0.83,0.5,0.0,0.0,6,High-Protein,0.39,0.37,0.83,0.21
C0292,Bengaluru,43,Health Conscious,Chinese,"Chinese, Desserts, Maharashtrian",575.0,25,3.68,0.28,0.24,0.08,0.6,17,Vegetarian,0.9,0.7,0.68,0.65
C0293,Delhi,43,Budget Explorer,Italian,"Italian, Desserts, Maharashtrian",462.0,17,4.06,0.82,0.35,0.12,0.71,10,No Preference,0.89,0.43,0.59,0.21
C0294,Bengaluru,46,Food Explorer,South Indian,"South Indian, Italian, Desserts",439.0,8,4.0,0.0,0.38,0.38,0.0,8,No Preference,0.33,0.48,0.88,0.56
C0295,Kolkata,29,Health Conscious,Italian,"Italian, Thai, Maharashtrian",336.0,16,3.75,0.38,0.19,0.19,0.81,9,High-Protein,0.78,0.48,0.38,0.55
C0296,Bengaluru,27,Budget Explorer,Healthy,"Healthy, Biryani, Maharashtrian",394.0,12,3.67,0.83,0.42,0.33,0.42,9,No Preference,0.75,0.78,0.7,0.37
C0297,Mumbai,53,Food Explorer,Chinese,"Chinese, Maharashtrian, South Indian",544.0,26,3.92,0.62,0.38,0.12,0.5,19,No Preference,0.63,0.54,0.28,0.21
C0298,Bengaluru,36,Food Explorer,Biryani,"Biryani, Chinese, Desserts",624.0,9,4.0,0.22,0.33,0.22,0.22,8,High-Protein,0.52,0.37,0.46,0.68
C0299,Kolkata,19,Food Explorer,Pizza,"Pizza, Chinese, Thai",346.0,28,3.89,0.25,0.32,0.29,0.89,10,No Preference,0.36,0.78,0.49,0.41
C0300,Hyderabad,20,Health Conscious,South Indian,"South Indian, North Indian, Maharashtrian",722.0,12,4.17,0.58,0.17,0.17,0.67,6,No Preference,0.8,0.2,0.77,0.76
C0301,Bengaluru,42,Budget Explorer,North Indian,"North Indian, Biryani, Desserts",663.0,20,4.15,0.85,0.2,0.2,0.75,10,Vegetarian,0.37,0.63,0.65,0.38
C0302,Kolkata,51,Food Explorer,Pizza,"Pizza, Italian, Thai",417.0,16,4.12,0.25,0.38,0.25,0.62,10,No Preference,0.24,0.33,0.61,0.39
C0303,Bengaluru,18,Health Conscious,Italian,"Italian, Healthy, Maharashtrian",527.0,10,4.3,0.4,0.3,0.4,0.6,7,Vegetarian,0.89,0.95,0.17,0.61
C0304,Mumbai,40,Food Explorer,South Indian,"South Indian, Chinese, Maharashtrian",404.0,17,3.71,0.71,0.29,0.18,0.35,14,Vegetarian,0.26,0.69,0.74,0.48
